S NO,NAME,Gender,LANGUAGE_10,ENGLISH_10,MATHS_10,SCIENCE_10,SOCIAL_STUDIES_10,LANGUAGE_12,ENGLISH_12,BUSINESS_MATHS_12,COMMERCE_12,ECONOMICS_12,ACCOUNTANCY_12,CertificationGained_MB,Olympiads Qualified,Technical Projects,STATUS,,,,,,,,,,,,STATUS_CB,STATUS_CA
628,"Stanley, Mr. Edward Roland",Male,40,76,50,81,75,51,74,46,73,59,65,English,3,7,,,,,,,,,,,,,,
629,"Yousseff, Mr. Gerious",Male,86,55,43,89,85,61,72,49,52,73,72,Commerce,3,6,,,,,,,,,,,,,,
630,"Eustis, Miss. Elizabeth Mussey",Female,78,100,83,86,100,43,78,61,63,91,70,Business Maths,2,8,,,,,,,,,,,,,,
631,"Shellard, Mr. Frederick William",Male,62,60,70,89,76,60,59,66,46,93,72,Commerce,0,1,,,,,,,,,,,,,,
632,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Female,65,72,73,89,62,60,81,91,88,51,70,Accountancy,1,8,,,,,,,,,,,,,,
633,"Svensson, Mr. Olof",Male,44,60,94,83,87,56,75,48,86,67,60,Economics,1,7,,,,,,,,,,,,,,
634,"Calic, Mr. Petar",Male,51,54,63,80,69,62,65,86,92,51,97,English,6,8,,,,,,,,,,,,,,
635,"Canavan, Miss. Mary",Female,86,52,85,75,72,96,51,91,59,82,72,Accountancy,1,2,,,,,,,,,,,,,,
636,"O'Sullivan, Miss. Bridget Mary",Female,52,70,43,92,61,56,80,92,92,92,80,English,4,5,,,,,,,,,,,,,,
637,"Laitinen, Miss. Kristina Sofia",Female,51,54,46,72,83,71,73,82,76,98,93,Economics,4,0,,,,,,,,,,,,,,
638,"Maioni, Miss. Roberta",Female,55,63,95,73,81,78,45,60,82,70,60,Accountancy,0,6,,,,,,,,,,,,,,
639,"Penasco y Castellana, Mr. Victor de Satode",Male,93,68,41,72,73,61,47,62,78,88,58,Business Maths,3,1,,,,,,,,,,,,,,
640,"Quick, Mrs. Frederick Charles (Jane Richards)",Female,66,83,76,89,61,79,64,95,51,85,71,Commerce,5,8,,,,,,,,,,,,,,
641,"Bradley, Mr. George (""George Arthur Brayton"")",Male,89,56,50,87,82,89,67,64,96,89,72,Accountancy,1,3,,,,,,,,,,,,,,
642,"Olsen, Mr. Henry Margido",Male,75,51,61,72,82,47,53,42,61,95,80,Economics,3,2,,,,,,,,,,,,,,
643,"Lang, Mr. Fang",Male,91,99,47,89,66,88,43,75,61,80,58,English,3,8,,,,,,,,,,,,,,
644,"Daly, Mr. Eugene Patrick",Male,74,84,52,86,89,86,71,87,58,96,65,Accountancy,5,4,,,,,,,,,,,,,,
645,"Webber, Mr. James",Male,87,90,70,87,90,47,43,87,63,81,84,English,0,0,,,,,,,,,,,,,,
646,"McGough, Mr. James Robert",Male,88,63,99,98,75,87,94,47,74,81,90,Economics,0,7,,,,,,,,,,,,,,
647,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Female,85,92,54,72,60,51,92,83,59,59,76,Accountancy,6,7,,,,,,,,,,,,,,
648,"Coleff, Mr. Satio",Male,66,70,82,82,75,88,72,63,73,75,84,Business Maths,5,1,,,,,,,,,,,,,,
649,"Walker, Mr. William Anderson",Male,84,71,51,93,65,40,92,54,68,99,64,Accountancy,0,3,,,,,,,,,,,,,,
650,"Lemore, Mrs. (Amelia Milley)",Female,86,51,60,94,61,61,96,77,57,91,53,Business Maths,4,3,,,,,,,,,,,,,,
651,"Ryan, Mr. Patrick",Male,42,89,43,81,84,63,53,86,79,83,59,Accountancy,6,4,,,,,,,,,,,,,,
652,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Female,53,80,69,82,65,56,71,94,54,59,95,Economics,5,6,,,,,,,,,,,,,,
653,"Pavlovic, Mr. Stefo",Female,48,67,63,90,97,61,46,53,54,86,96,English,5,3,,,,,,,,,,,,,,
654,"Perreault, Miss. Anne",Female,50,77,64,71,70,90,62,58,87,53,95,Economics,0,0,,,,,,,,,,,,,,
655,"Vovk, Mr. Janko",Male,68,80,69,94,62,60,42,42,74,78,62,Accountancy,2,7,,,,,,,,,,,,,,
656,"Lahoud, Mr. Sarkis",Male,82,55,86,86,66,60,42,52,72,49,74,Business Maths,6,2,,,,,,,,,,,,,,
657,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Female,48,89,84,97,68,52,78,75,83,96,91,Accountancy,5,6,,,,,,,,,,,,,,
658,"Kassem, Mr. Fared",Male,88,85,79,85,74,51,61,81,55,62,63,English,1,0,,,,,,,,,,,,,,
659,"Farrell, Mr. James",Male,81,99,41,96,67,87,83,88,66,81,77,Economics,2,5,,,,,,,,,,,,,,
660,"Ridsdale, Miss. Lucy",Female,62,66,43,74,61,51,40,63,93,91,50,Economics,3,1,,,,,,,,,,,,,,
661,"Farthing, Mr. John",Male,90,53,62,82,77,58,47,64,47,81,54,Commerce,6,5,,,,,,,,,,,,,,
662,"Salonen, Mr. Johan Werner",Male,86,77,45,73,85,66,47,92,90,76,70,Business Maths,0,6,,,,,,,,,,,,,,
663,"Hocking, Mr. Richard George",Male,53,50,63,100,85,47,60,60,47,79,88,Economics,6,7,,,,,,,,,,,,,,
664,"Quick, Miss. Phyllis May",Female,42,88,71,88,96,58,47,95,53,97,49,Accountancy,5,5,,,,,,,,,,,,,,
665,"Toufik, Mr. Nakli",Male,95,73,43,72,63,82,60,79,66,55,66,English,5,3,,,,,,,,,,,,,,
666,"Elias, Mr. Joseph Jr",Male,74,57,72,70,87,76,59,68,80,46,65,Commerce,2,4,,,,,,,,,,,,,,
667,"Peter, Mrs. Catherine (Catherine Rizk)",Female,66,60,65,77,83,68,84,77,96,54,92,Business Maths,4,0,,,,,,,,,,,,,,
668,"Cacic, Miss. Marija",Female,48,72,79,70,94,64,73,43,75,82,64,Accountancy,5,1,,,,,,,,,,,,,,
669,"Hart, Miss. Eva Miriam",Female,47,79,68,99,86,88,73,86,77,51,65,Commerce,3,0,,,,,,,,,,,,,,
670,"Butt, Major. Archibald Willingham",Male,92,88,97,82,86,58,60,67,51,62,61,Accountancy,4,2,,,,,,,,,,,,,,
671,"LeRoy, Miss. Bertha",Female,95,56,75,88,79,72,79,64,54,94,95,Economics,2,7,,,,,,,,,,,,,,
672,"Risien, Mr. Samuel Beard",Male,93,94,95,73,86,42,94,66,77,57,78,English,5,0,,,,,,,,,,,,,,
673,"Frolicher, Miss. Hedwig Margaritha",Female,90,59,57,92,68,75,94,59,86,47,96,Commerce,5,6,,,,,,,,,,,,,,
674,"Crosby, Miss. Harriet R",Female,78,97,62,99,69,41,93,62,93,92,74,Business Maths,0,1,,,,,,,,,,,,,,
675,"Andersson, Miss. Ingeborg Constanzia",Female,69,66,47,87,68,64,82,81,46,53,76,Commerce,3,1,,,,,,,,,,,,,,
676,"Andersson, Miss. Sigrid Elisabeth",Female,72,59,51,93,75,42,42,62,69,83,51,Accountancy,4,5,,,,,,,,,,,,,,
677,"Beane, Mr. Edward",Male,83,94,70,70,71,68,52,58,93,87,65,Economics,3,7,,,,,,,,,,,,,,
678,"Douglas, Mr. Walter Donald",Male,49,96,77,75,66,77,49,87,61,56,95,English,2,7,,,,,,,,,,,,,,
679,"Nicholson, Mr. Arthur Ernest",Male,82,54,57,99,96,84,52,86,96,74,55,Accountancy,5,5,,,,,,,,,,,,,,
680,"Beane, Mrs. Edward (Ethel Clarke)",Female,65,95,77,96,68,71,92,89,91,73,92,English,5,5,,,,,,,,,,,,,,
681,"Padro y Manent, Mr. Julian",Male,87,51,44,72,62,92,83,44,45,62,69,Economics,4,1,,,,,,,,,,,,,,
682,"Goldsmith, Mr. Frank John",Male,65,95,79,84,98,69,68,47,94,58,63,Accountancy,6,3,,,,,,,,,,,,,,
683,"Davies, Master. John Morgan Jr",Male,94,81,42,92,61,53,58,90,57,79,62,Business Maths,3,5,,,,,,,,,,,,,,
684,"Thayer, Mr. John Borland Jr",Male,88,69,57,81,82,51,57,43,67,62,84,Commerce,0,3,,,,,,,,,,,,,,
685,"Sharp, Mr. Percival James R",Male,92,51,94,94,76,68,86,62,94,98,98,Accountancy,6,6,,,,,,,,,,,,,,
686,"O'Brien, Mr. Timothy",Male,78,58,41,84,60,91,73,77,51,85,78,Economics,6,5,,,,,,,,,,,,,,
687,"Leeni, Mr. Fahim (""Philip Zenni"")",Male,52,55,54,88,68,77,53,67,59,55,48,English,1,5,,,,,,,,,,,,,,
688,"Ohman, Miss. Velin",Female,44,55,90,78,86,47,96,90,49,60,97,Accountancy,6,0,,,,,,,,,,,,,,
689,"Wright, Mr. George",Male,72,60,62,97,99,97,53,44,72,78,60,English,2,2,,,,,,,,,,,,,,
690,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Female,73,79,54,100,98,57,97,60,95,54,62,Economics,5,4,,,,,,,,,,,,,,
691,"Robbins, Mr. Victor",Male,53,96,44,72,70,44,49,51,77,59,58,Accountancy,5,7,,,,,,,,,,,,,,
692,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Female,71,84,68,95,61,69,62,93,61,68,63,Business Maths,0,6,,,,,,,,,,,,,,
693,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Female,94,96,97,96,84,58,74,93,85,81,92,Accountancy,1,4,,,,,,,,,,,,,,
694,"Morrow, Mr. Thomas Rowan",Male,41,92,77,94,61,84,46,92,56,90,92,Business Maths,2,2,,,,,,,,,,,,,,
695,"Sivic, Mr. Husein",Male,65,65,75,75,83,62,71,94,82,53,58,Accountancy,1,2,,,,,,,,,,,,,,
696,"Norman, Mr. Robert Douglas",Male,51,66,91,100,67,51,52,42,76,93,84,Economics,5,7,,,,,,,,,,,,,,
697,"Simmons, Mr. John",Male,70,57,42,97,77,42,64,75,51,65,82,English,3,4,,,,,,,,,,,,,,
698,"Meanwell, Miss. (Marion Ogden)",Female,75,57,87,100,65,94,95,84,94,96,94,Economics,1,5,,,,,,,,,,,,,,
699,"Davies, Mr. Alfred J",Male,71,84,43,90,69,96,41,40,97,93,85,Accountancy,6,4,,,,,,,,,,,,,,
700,"Stoytcheff, Mr. Ilia",Male,70,78,90,78,100,74,66,49,74,47,84,Business Maths,2,7,,,,,,,,,,,,,,
701,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Female,60,94,94,71,74,66,60,85,76,80,51,Accountancy,4,7,,,,,,,,,,,,,,
702,"Doharr, Mr. Tannous",Male,81,90,67,71,87,43,55,89,48,93,63,English,6,1,,,,,,,,,,,,,,
703,"Jonsson, Mr. Carl",Male,63,91,91,88,98,83,66,81,96,68,52,Economics,0,7,,,,,,,,,,,,,,
704,"Harris, Mr. George",Male,59,50,65,88,64,72,50,83,54,54,94,Economics,2,1,,,,,,,,,,,,,,
705,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Female,61,66,100,96,85,52,57,95,82,57,86,Commerce,4,8,,,,,,,,,,,,,,
706,"Flynn, Mr. John Irwin (""Irving"")",Male,96,96,91,79,83,88,61,42,67,49,77,Business Maths,5,3,,,,,,,,,,,,,,
707,"Kelly, Miss. Mary",Female,82,78,46,81,92,94,45,63,92,96,52,Economics,1,8,,,,,,,,,,,,,,
708,"Rush, Mr. Alfred George John",Male,42,59,93,96,90,58,71,44,66,55,64,Accountancy,4,6,,,,,,,,,,,,,,
709,"Patchett, Mr. George",Male,63,66,44,96,74,78,72,86,49,61,77,English,2,3,,,,,,,,,,,,,,
710,"Garside, Miss. Ethel",Female,78,83,59,80,62,61,65,56,46,71,61,Commerce,4,2,,,,,,,,,,,,,,
711,"Silvey, Mrs. William Baird (Alice Munger)",Female,63,57,43,83,65,60,76,79,51,50,70,Business Maths,6,1,,,,,,,,,,,,,,
712,"Caram, Mrs. Joseph (Maria Elias)",Female,83,78,61,72,97,59,64,63,54,76,59,Accountancy,6,3,,,,,,,,,,,,,,
713,"Jussila, Mr. Eiriik",Male,77,63,61,86,96,88,85,94,91,72,67,Commerce,1,6,,,,,,,,,,,,,,
714,"Christy, Miss. Julie Rachel",Female,94,99,74,70,99,93,48,84,50,74,88,Accountancy,0,2,,,,,,,,,,,,,,
715,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Female,93,100,84,88,67,56,41,46,63,73,60,Economics,6,8,,,,,,,,,,,,,,
716,"Downton, Mr. William James",Male,45,51,98,97,73,87,49,45,64,62,72,English,6,6,,,,,,,,,,,,,,
717,"Ross, Mr. John Hugo",Male,52,70,62,100,67,66,66,51,65,48,81,Commerce,0,2,,,,,,,,,,,,,,
718,"Paulner, Mr. Uscher",Male,65,86,100,73,82,45,91,59,87,63,99,Business Maths,3,7,,,,,,,,,,,,,,
719,"Taussig, Miss. Ruth",Female,70,85,75,90,97,67,74,72,79,56,53,Commerce,2,3,,,,,,,,,,,,,,
720,"Jarvis, Mr. John Denzil",Male,62,88,73,77,65,66,82,81,81,97,75,Accountancy,6,6,,,,,,,,,,,,,,
721,"Frolicher-Stehli, Mr. Maxmillian",Male,66,55,74,100,79,66,78,90,67,89,85,Economics,4,2,,,,,,,,,,,,,,
722,"Gilinski, Mr. Eliezer",Male,61,75,65,98,97,78,60,68,45,47,98,English,5,5,,,,,,,,,,,,,,
723,"Murdlin, Mr. Joseph",Male,65,73,95,93,69,72,71,60,68,64,58,Accountancy,1,1,,,,,,,,,,,,,,
724,"Rintamaki, Mr. Matti",Male,44,65,48,88,74,89,63,42,84,92,64,English,0,2,,,,,,,,,,,,,,
725,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Female,60,76,50,100,78,55,50,40,54,53,72,Economics,3,1,,,,,,,,,,,,,,
726,"Elsbury, Mr. William James",Male,81,87,83,98,93,86,61,86,74,59,83,Accountancy,0,7,,,,,,,,,,,,,,
727,"Bourke, Miss. Mary",Female,98,65,51,91,64,82,40,70,70,75,76,Business Maths,4,2,,,,,,,,,,,,,,
728,"Chapman, Mr. John Henry",Male,48,90,99,97,86,92,73,47,76,85,60,Commerce,2,7,,,,,,,,,,,,,,
729,"Van Impe, Mr. Jean Baptiste",Male,60,77,88,82,89,84,49,56,84,72,63,Accountancy,1,8,,,,,,,,,,,,,,
730,"Leitch, Miss. Jessie Wills",Female,70,77,55,95,92,59,90,63,65,84,98,Economics,3,4,,,,,,,,,,,,,,
731,"Johnson, Mr. Alfred",Male,94,64,90,92,78,72,77,69,86,81,73,English,5,4,,,,,,,,,,,,,,
732,"Boulos, Mr. Hanna",Male,49,65,83,84,98,51,78,93,83,91,65,Accountancy,2,1,,,,,,,,,,,,,,
733,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Male,70,76,99,78,72,78,63,69,45,49,57,English,5,3,,,,,,,,,,,,,,
734,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Male,84,70,49,92,96,62,66,70,68,49,86,Economics,2,0,,,,,,,,,,,,,,
735,"Slabenoff, Mr. Petco",Male,85,59,87,70,68,93,97,65,61,75,66,Accountancy,1,1,,,,,,,,,,,,,,
736,"Harrington, Mr. Charles H",Male,51,93,59,72,62,78,47,62,65,76,77,Business Maths,6,7,,,,,,,,,,,,,,
737,"Torber, Mr. Ernst William",Male,92,71,40,70,98,61,78,68,87,81,75,Accountancy,6,3,,,,,,,,,,,,,,
738,"Homer, Mr. Harry (""Mr E Haven"")",Male,70,70,54,71,69,46,97,79,72,64,78,Business Maths,2,4,,,,,,,,,,,,,,
739,"Lindell, Mr. Edvard Bengtsson",Female,89,95,72,100,70,87,55,79,57,76,66,Accountancy,2,0,,,,,,,,,,,,,,
740,"Karaic, Mr. Milan",Male,93,65,98,99,79,59,70,42,76,87,68,Economics,4,3,,,,,,,,,,,,,,
741,"Daniel, Mr. Robert Williams",Male,73,81,57,94,65,61,86,76,45,52,63,English,0,3,,,,,,,,,,,,,,
742,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Female,82,53,40,78,86,94,84,69,70,93,80,Economics,0,2,,,,,,,,,,,,,,
743,"Shutes, Miss. Elizabeth W",Female,90,83,50,86,66,64,80,72,61,77,57,Accountancy,0,2,,,,,,,,,,,,,,
744,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Female,83,88,79,77,63,66,42,81,45,91,70,Business Maths,1,3,,,,,,,,,,,,,,
745,"Jardin, Mr. Jose Neto",Male,56,98,48,94,92,80,65,42,80,84,59,Accountancy,2,8,,,,,,,,,,,,,,
746,"Murphy, Miss. Margaret Jane",Female,63,97,54,81,96,65,49,84,65,55,82,English,4,1,,,,,,,,,,,,,,
747,"Horgan, Mr. John",Male,40,83,75,77,73,61,50,74,73,92,96,Economics,1,6,,,,,,,,,,,,,,
748,"Brocklebank, Mr. William Alfred",Male,98,58,47,78,97,69,61,55,68,46,51,Economics,2,5,,,,,,,,,,,,,,
749,"Herman, Miss. Alice",Female,41,88,90,98,80,48,93,92,45,80,62,Commerce,2,8,,,,,,,,,,,,,,
750,"Danbom, Mr. Ernst Gilbert",Male,61,86,82,74,87,74,45,60,65,54,98,Business Maths,0,2,,,,,,,,,,,,,,
751,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Female,75,64,71,76,70,48,95,41,56,49,91,Economics,1,1,,,,,,,,,,,,,,
752,"Becker, Miss. Marion Louise",Male,87,56,73,91,78,94,79,96,95,49,55,Accountancy,4,0,,,,,,,,,,,,,,
753,"Gavey, Mr. Lawrence",Male,67,93,84,79,76,73,95,90,56,51,68,English,4,5,,,,,,,,,,,,,,
754,"Yasbeck, Mr. Antoni",Male,48,89,90,87,82,79,84,50,71,79,75,Commerce,4,8,,,,,,,,,,,,,,
755,"Kimball, Mr. Edwin Nelson Jr",Male,85,75,53,82,82,72,63,92,94,98,51,Business Maths,5,8,,,,,,,,,,,,,,
756,"Nakid, Mr. Sahid",Male,75,97,82,96,89,83,49,55,82,87,55,Accountancy,3,7,,,,,,,,,,,,,,
757,"Hansen, Mr. Henry Damsgaard",Male,48,59,81,72,65,51,78,47,67,97,60,Commerce,3,6,,,,,,,,,,,,,,
758,"Bowen, Mr. David John ""Dai""",Male,92,74,90,81,73,95,63,46,97,48,50,Accountancy,5,5,,,,,,,,,,,,,,
759,"Sutton, Mr. Frederick",Male,78,98,94,77,71,91,47,83,82,80,51,Economics,3,3,,,,,,,,,,,,,,
760,"Kirkland, Rev. Charles Leonard",Male,67,96,51,100,73,46,83,56,80,78,64,English,6,0,,,,,,,,,,,,,,
761,"Longley, Miss. Gretchen Fiske",Female,61,86,76,92,77,72,70,84,70,69,53,Commerce,3,5,,,,,,,,,,,,,,
762,"Bostandyeff, Mr. Guentcho",Male,74,94,53,100,86,83,59,67,54,60,58,Business Maths,4,4,,,,,,,,,,,,,,
763,"O'Connell, Mr. Patrick D",Male,88,100,90,83,63,52,48,84,56,82,53,Commerce,6,2,,,,,,,,,,,,,,
764,"Barkworth, Mr. Algernon Henry Wilson",Male,76,55,95,74,86,46,54,65,50,92,95,Accountancy,6,7,,,,,,,,,,,,,,
765,"Lundahl, Mr. Johan Svensson",Male,59,80,42,87,77,77,91,84,91,79,87,Economics,3,6,,,,,,,,,,,,,,
766,"Stahelin-Maeglin, Dr. Max",Male,58,76,43,72,96,72,95,91,67,62,54,English,3,1,,,,,,,,,,,,,,
767,"Parr, Mr. William Henry Marsh",Male,47,79,41,75,93,81,76,83,61,80,92,Accountancy,5,1,,,,,,,,,,,,,,
768,"Skoog, Miss. Mabel",Female,94,88,83,92,74,56,95,96,85,61,77,English,5,8,,,,,,,,,,,,,,
769,"Davis, Miss. Mary",Female,46,84,53,99,65,46,70,90,61,54,72,Economics,0,0,,,,,,,,,,,,,,
770,"Leinonen, Mr. Antti Gustaf",Male,53,91,93,82,81,70,70,59,51,58,73,Accountancy,3,4,,,,,,,,,,,,,,
771,"Collyer, Mr. Harvey",Male,65,72,67,78,87,90,74,61,62,98,87,Business Maths,1,5,,,,,,,,,,,,,,
772,"Panula, Mrs. Juha (Maria Emilia Ojala)",Female,53,57,56,96,63,96,74,75,43,85,82,Commerce,4,0,,,,,,,,,,,,,,
773,"Thorneycroft, Mr. Percival",Male,58,74,53,91,67,64,45,91,46,66,66,Accountancy,6,6,,,,,,,,,,,,,,
774,"Jensen, Mr. Hans Peder",Male,85,57,57,70,74,54,57,57,96,63,74,Economics,1,4,,,,,,,,,,,,,,
775,"Sagesser, Mlle. Emma",Female,84,54,56,79,83,87,40,65,43,52,78,English,0,3,,,,,,,,,,,,,,
776,"Skoog, Miss. Margit Elizabeth",Female,91,98,91,84,78,72,80,93,75,91,98,Accountancy,0,7,,,,,,,,,,,,,,
777,"Foo, Mr. Choong",Male,59,88,48,77,98,75,92,55,73,85,58,English,2,4,,,,,,,,,,,,,,
778,"Baclini, Miss. Eugenie",Female,97,77,64,85,84,81,47,47,56,57,51,Economics,1,4,,,,,,,,,,,,,,
779,"Harper, Mr. Henry Sleeper",Male,65,80,65,94,76,70,86,52,72,88,52,Accountancy,5,7,,,,,,,,,,,,,,
780,"Cor, Mr. Liudevit",Male,50,92,57,88,90,73,95,54,52,51,49,Business Maths,5,6,,,,,,,,,,,,,,
781,"Simonius-Blumer, Col. Oberst Alfons",Male,41,52,45,72,60,85,68,55,66,78,60,Accountancy,6,7,,,,,,,,,,,,,,
782,"Willey, Mr. Edward",Male,82,52,100,92,83,80,53,83,57,86,65,Business Maths,1,2,,,,,,,,,,,,,,
783,"Stanley, Miss. Amy Zillah Elsie",Female,90,96,76,75,63,62,66,80,96,53,94,Accountancy,6,7,,,,,,,,,,,,,,
784,"Mitkoff, Mr. Mito",Male,44,88,64,86,82,63,73,41,93,70,70,Economics,5,8,,,,,,,,,,,,,,
785,"Doling, Miss. Elsie",Female,84,59,66,85,79,78,59,61,66,69,71,English,6,0,,,,,,,,,,,,,,
786,"Kalvik, Mr. Johannes Halvorsen",Male,79,95,41,84,63,88,43,85,48,97,77,Economics,3,3,,,,,,,,,,,,,,
787,"O'Leary, Miss. Hanora ""Norah""",Female,85,58,47,93,83,97,54,80,44,88,83,Accountancy,3,4,,,,,,,,,,,,,,
788,"Hegarty, Miss. Hanora ""Nora""",Female,61,92,68,72,92,55,74,59,95,89,74,Business Maths,2,1,,,,,,,,,,,,,,
789,"Hickman, Mr. Leonard Mark",Male,58,74,58,73,96,91,60,48,64,93,92,Accountancy,2,0,,,,,,,,,,,,,,
790,"Radeff, Mr. Alexander",Male,76,53,74,96,73,55,89,77,63,91,65,English,1,5,,,,,,,,,,,,,,
791,"Bourke, Mrs. John (Catherine)",Female,88,55,44,70,79,52,54,63,90,61,78,Economics,6,4,,,,,,,,,,,,,,
792,"Eitemiller, Mr. George Floyd",Male,72,97,41,89,87,83,77,62,60,72,79,Economics,4,2,,,,,,,,,,,,,,
793,"Newell, Mr. Arthur Webster",Male,90,86,98,76,94,53,85,84,73,71,70,Commerce,5,7,,,,,,,,,,,,,,
794,"Frauenthal, Dr. Henry William",Male,73,51,42,70,73,41,74,48,75,66,79,Business Maths,1,2,,,,,,,,,,,,,,
795,"Badt, Mr. Mohamed",Male,42,75,83,89,89,74,56,43,65,57,47,Economics,2,6,,,,,,,,,,,,,,
796,"Colley, Mr. Edward Pomeroy",Male,53,70,60,95,74,84,80,96,67,99,77,Accountancy,1,4,,,,,,,,,,,,,,
797,"Coleff, Mr. Peju",Male,96,64,49,97,100,52,49,65,64,98,75,English,3,7,,,,,,,,,,,,,,
798,"Lindqvist, Mr. Eino William",Male,73,77,88,79,71,69,82,73,74,52,56,Commerce,5,0,,,,,,,,,,,,,,
799,"Hickman, Mr. Lewis",Male,97,73,54,86,91,75,73,89,95,56,91,Business Maths,2,6,,,,,,,,,,,,,,
800,"Butler, Mr. Reginald Fenton",Male,52,69,93,96,85,43,44,48,56,59,68,Accountancy,2,3,,,,,,,,,,,,,,
801,"Rommetvedt, Mr. Knud Paust",Male,90,60,40,83,98,72,76,50,47,58,76,Commerce,4,6,,,,,,,,,,,,,,
802,"Cook, Mr. Jacob",Male,52,76,81,84,79,65,44,46,83,62,75,Accountancy,6,3,,,,,,,,,,,,,,
803,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Female,84,53,87,82,69,66,87,44,77,57,99,Economics,6,2,,,,,,,,,,,,,,
804,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Female,68,67,67,76,74,73,73,40,53,65,99,English,5,1,,,,,,,,,,,,,,
805,"Davidson, Mr. Thornton",Male,91,54,61,83,83,88,72,88,83,91,60,Commerce,0,7,,,,,,,,,,,,,,
806,"Mitchell, Mr. Henry Michael",Male,49,75,61,92,82,64,49,69,77,99,88,Business Maths,0,4,,,,,,,,,,,,,,
807,"Wilhelms, Mr. Charles",Male,85,94,91,85,88,82,68,41,50,85,49,Commerce,6,4,,,,,,,,,,,,,,
808,"Watson, Mr. Ennis Hastings",Male,56,72,48,88,67,46,72,44,95,96,88,Accountancy,3,5,,,,,,,,,,,,,,
809,"Edvardsson, Mr. Gustaf Hjalmar",Male,55,95,95,90,92,44,97,63,85,75,79,Economics,5,1,,,,,,,,,,,,,,
810,"Sawyer, Mr. Frederick Charles",Male,74,67,49,87,94,78,74,90,45,87,83,English,0,3,,,,,,,,,,,,,,
811,"Turja, Miss. Anna Sofia",Female,66,52,68,99,89,52,41,44,93,54,56,Accountancy,4,7,,,,,,,,,,,,,,
812,"Goodwin, Mrs. Frederick (Augusta Tyler)",Female,54,89,45,98,92,51,82,72,79,62,73,English,4,2,,,,,,,,,,,,,,
813,"Cardeza, Mr. Thomas Drake Martinez",Female,67,67,40,92,76,41,96,73,86,52,81,Economics,3,0,,,,,,,,,,,,,,
814,"Peters, Miss. Katie",Male,97,77,43,97,82,63,65,72,83,80,74,Accountancy,4,7,,,,,,,,,,,,,,
815,"Hassab, Mr. Hammad",Male,48,95,48,78,89,61,47,57,92,78,68,Business Maths,2,4,,,,,,,,,,,,,,
816,"Olsvigen, Mr. Thor Anderson",Male,64,87,90,89,83,81,96,74,71,84,62,Commerce,2,7,,,,,,,,,,,,,,
817,"Goodwin, Mr. Charles Edward",Male,40,72,66,76,81,68,94,76,69,86,53,Accountancy,5,6,,,,,,,,,,,,,,
818,"Brown, Mr. Thomas William Solomon",Male,66,92,77,88,100,60,40,86,60,93,92,Economics,6,3,,,,,,,,,,,,,,
819,"Laroche, Mr. Joseph Philippe Lemercier",Male,47,62,42,95,75,43,72,47,96,53,94,English,1,1,,,,,,,,,,,,,,
820,"Panula, Mr. Jaako Arnold",Male,96,80,41,99,67,59,62,63,63,95,50,Accountancy,3,0,,,,,,,,,,,,,,
821,"Dakic, Mr. Branko",Male,40,84,69,91,71,47,85,73,57,80,74,English,2,6,,,,,,,,,,,,,,
822,"Fischer, Mr. Eberhard Thelander",Male,48,91,78,82,90,77,49,72,86,97,71,Economics,2,2,,,,,,,,,,,,,,
823,"Madill, Miss. Georgette Alexandra",Female,56,86,81,100,92,90,56,80,62,79,87,Accountancy,0,8,,,,,,,,,,,,,,
824,"Dick, Mr. Albert Adrian",Male,62,100,80,71,67,62,54,80,86,78,49,Business Maths,4,0,,,,,,,,,,,,,,
825,"Karun, Miss. Manca",Female,98,55,88,83,68,84,90,88,48,81,94,Accountancy,6,0,,,,,,,,,,,,,,
826,"Lam, Mr. Ali",Male,64,50,41,78,85,45,85,55,93,86,77,Business Maths,6,3,,,,,,,,,,,,,,
827,"Saad, Mr. Khalil",Male,98,71,53,91,70,75,96,85,45,58,79,Accountancy,5,4,,,,,,,,,,,,,,
828,"Weir, Col. John",Male,93,73,45,71,86,92,49,75,69,54,50,Economics,3,3,,,,,,,,,,,,,,
829,"Chapman, Mr. Charles Henry",Male,62,88,77,90,64,46,80,84,66,93,52,English,6,3,,,,,,,,,,,,,,
